title
"CPU Hours: Total: by PI"
parameters

start,end
"Majumdar, Amitava - UC San Diego",851523.1431
"Mac Low, Mordecai-Mark - AMNH",841917.4485
"Xia, Qian - U Wisconsin-Madison",837946.3378
"Luo, Tengfei - U Notre Dame",826322.3381
"Simon, Jake - Southwest Res Inst",816353.2534
"Tchekhovskoy, Alexander - UC Berkeley",811099.1069
"Houk, Kendall N - UCLA",791152.8059
"Liu, Zi-Kui - Penn State U",790529.4984
"Klauda, Jeffery B. - U Maryland",789568.3666
"Ismail-Beigi, Sohrab - Yale U",774316.7160
"Makhatadze, George I - RPI",761107.0892
"Wang, Shaowen - UIUC",753653.9388
"Yethiraj, Arun - U Wisconsin-Madison",752336.1385
"Brannigan, Grace - Rutgers U",749995.2138
"Steele, Ryan Patrick - U Utah",748305.2939
"Ricker, Paul M. - UIUC",746628.1731
"Volkov, Alexey N. - U Alabama",745978.0935
"Hennig, Richard G. - U Florida",741361.6355
"Ceder, Gerbrand - MIT",733675.1644
"Pueschel, Moritz J - U Wisconsin-Madison",732639.9423
"Andricioaei, Ioan - UC Irvine",727004.6711
"Frank, Adam - U Rochester",725463.8933
"McCammon, James Andrew - UC San Diego",723009.7240
"Berlind, Andreas - Vanderbilt U",711749.6176
"Baptista, Antonio  - Oregon Health & Sci U",701976.5289
"Tantillo, Dean J. - UC Davis",699994.2796
"Morse, David - U Minn",699638.6933
"Romero, Aldo Humberto - West Virginia U",693944.0977
"Vaughn, Matthew W - TACC",688428.9584
"Zhu, Cheng - Georgia Tech",683004.1778
"Radko, Timour - Naval Postgrad School",672066.6614
"Lyman, Edward - U Delaware",663290.5419
"Liebling, Steven - Long Island U",659841.4974
"Mittal, Jeetain - Lehigh U",657874.4981
"Mitas, Lubos - NC State U",653044.5340
"Yeung, Pui-kuen - Georgia Tech",652305.3335
"Klein, Richard I. - UC Berkeley",651176.5808
"Amaro, Rommie E - UC San Diego",629665.0628
"Meakin, Casey Adam - LANL",622964.3958
"Chang, Philip - U Wisconsin-Milwaukee",620920.9336
"Srinivasan, Sundar - U Washington",615961.4934
"Wuerthwein, Frank - UC San Diego",609381.6933
"Vladimirova, Natalia - U New Mexico",605791.5687
"Hagan, Michael Francis - Brandeis U",605768.8993
"Kirschner, Denise - U Michigan",605724.5776
"Martini, Ashlie - UC Merced",601225.8210
"Saravanan, Ramalingam - Texas A&M",599978.1825
"Marrocchelli, Dario - MIT",598334.2220
"MacKerell, Jr., Alexander D. - U Maryland, Baltimore Co",589652.1246
"Gomez, Facundo A - Michigan State U",587989.2803
"Woolf, Thomas B - Johns Hopkins U",586414.6559
"Qiao, Bin - UC San Diego",580881.3597
"Mahesh, Krishnan - U Minn",579880.4090
"Marinacci, Federico - MIT",576802.5690
"Kim, Ji-hoon - Caltech",570034.6129
"Boldyrev, Stanislav - U Wisconsin-Madison",566194.1378
"Larson, Ronald G. - U Michigan",564228.4097
"McGovern, Amy - U Oklahoma",558592.6717
"Fan, Shanhui - Stanford U",541683.9376
"Lisy, James M. - UIUC",539867.0218
"Sun, Ying - Drexel U",529943.5822
"Reed, Patrick M - Cornell U",516483.3068
"Cheatham, Thomas E. - U Utah",509556.7106
"Soltesz, Ivan - UC Irvine",504318.4222
"Dawson, Clinton N - UT Austin",500176.6881
"Misra, Vasubandhu - Florida State U",493430.4841
"Herce, Henry David - RPI",490083.5731
"Faucher-Giguere, Claude-Andre - Northwestern U",488249.4706
"Doubleday, Charles - Columbia U",486723.3068
"Jha, Shantenu - Rutgers U",486528.6236
"Voyles, Paul M - U Wisconsin-Madison",486338.4088
"Samimi, Alireza - U Utah",485003.7020
"McWilliams, James C. - UCLA",476921.7798
"Dhakal, Subas - Syracuse U",472610.2279
"Tichy, Wolfgang - Florida Atlantic U",463019.9152
"Oleynik, Ivan - U South Florida",462135.5643
"Cessi, Paola - SIO",461036.2714
"Simmons, David Samuel - U Akron",460589.6577
"Fraser, Hunter B - Stanford U",458279.8976
"Quataert, Eliot - UC Berkeley",452268.8313
"Chiu, Wah - Baylor College of Med",452048.0712
"Broyde, Suse - NYU",451847.6535
"Luthey-Schulten, Zaida - UIUC",448915.6323
"Holt, William E. - SUNY Stony Brook",447835.0893
"Spitkovsky, Anatoly - Princeton U",446230.8847
"Metcalfe, Travis - Space Sci Inst",443447.9829
"Onuchic, Jose - Rice U",439734.9252
"Liu, Lijun - UIUC",436744.9559
"Condron, Alan - U Mass, Amherst",435849.9285
"Keres, Dusan - UC San Diego",432714.5025
"Mazloff, Matthew R. - SIO",427749.3600
"Hopkins, Philip F - Caltech",427402.3020
"Chen, Hanning - George Washington U",427102.6715
"Fichthorn, Kristen - Penn State U",426699.6487
"Kim, Kyung-Suk - Brown U",414089.5466
"Jewett, Brian F - UIUC",411753.7645
"Filip, Grzegorz Piotr - U Michigan",409455.4578
"O'Leary, Ryan - UC Berkeley",408938.7954
"Norman, Sean - U South Carolina",408747.6578
"Buehler, Markus J - MIT",407917.1336
"Levy, Ronald M - Rutgers U",405257.8188
"Pope, Stephen B. - Cornell U",400985.0312
"Tang, Pei - U Pittsburgh Sch of Med",393063.8624
"Kolpak, Alexie - MIT",392854.2474
"Blume, Doerte - Washington State U",383018.5890
"Bagchi, Prosenjit - Rutgers U",380057.8318
"Lyon, John G. - Dartmouth College",376854.8178
"Huang, Kerwyn Casey - Stanford U",376120.7421
"Asta, Mark - UC Berkeley",375008.5434
"Berne, Bruce J. - Columbia U",373646.0532
"Beckstein, Oliver - Arizona State U",365632.3775
"Ramprasad, Ramamurthy - U Connecticut",363589.6256
"Matysiak, Silvina - U Maryland",363581.1070
"LeBard, David - Yeshiva U",356995.0665
"Hagen, Scott Charles - U Central Florida",354886.4491
"Mittal, Rajat - Johns Hopkins U",351398.5506
"Zarif-Khalili-Yazdani, Alireza - Brown U",348591.4132
"Bratko, Dusan - Virginia Commonwealth U",348573.6172
"Fiser, Andras - Einstein College of Med",342444.7909
"Urbanc, Brigita - Drexel U",340877.3604
"Kindt, James - Emory U",334731.1734
"Nikolic, Branislav - U Delaware",332236.9156
"Biringen, Sedat - CU Boulder",331560.1951
"Kaznessis, Yiannis N. - U Minn",326308.2227
"Boudker, Olga - Weill Cornell Med College",320395.5907
"Jaberi, Farhad A - Michigan State U",315840.3868
"Mofrad, Mohammad R. K. - UC Berkeley",309823.7425
"Yildiz, Bilge - MIT",306937.8089
"Hall, Carol - NC State U",305583.7373
"Hacker, Thomas - Purdue U",305300.4045
"Youssef, Mostafa - MIT",304518.2224
"Boylan-Kolchin, Michael  - U Maryland",304144.4217
"Mason, Christopher Edward - Weill Cornell Med College",299398.9467
"Ghosh, Gautam - Northwestern U",295744.9958
"Kellogg, Louise H - UC Davis",284587.5467
"Olivucci, Massimo - Bowling Green State U",283169.2535
"Loth, Francis - U Akron",282331.7865
"Kritsuk, Alexei - UC San Diego",280558.2450
"Shi, Lei - Weill Cornell Med College",275930.6751
"Chen, Hanghui - Columbia U",274948.3730
"Lyra, Wladimir - Caltech",272093.3426
"Hammes-Schiffer, Sharon - UIUC",271627.8579
"Deike, Luc J.R - SIO",271615.4485
"Wang, Guofeng - U Pittsburgh",270944.7937
"Cooper, Catherine Marguerite - Washington State U",270092.0665
"Hansen, Charles D. - U Utah",269415.5639
"Park, Kyungwha - Virginia Tech",269111.3685
"Espinosa, Horacio Dante - Northwestern U",268066.8266
"Brummell, Nicholas H - UC Santa Cruz",265071.3115
"Pritchett, Philip L. - UCLA",264255.3600
"Regenwetter, Michel - UIUC",264191.5867
"Zhang, Yang - NC State U",264051.5676
"Marcus, Philip Stephen - UC Berkeley",264021.9331
"Warshel, Arieh - USC",262851.3335
"Wereszczynski, Jeff - IIT",261037.3728
"Craig, Stephen - Duke U",257577.2149
"Sironi, Lorenzo - Harvard U",256595.0001
"Wang, Sanwu - U Tulsa",254387.3340
"May, Eric Robert - U Connecticut",251048.3061
"Guo, X Edward - Columbia U",250507.4223
"Detmold, William - MIT",249825.6437
"Gull, Emanuel C - U Michigan",248387.0445
"Brylinski, Michal - Louisiana State U",245853.5866
"Abrams, Binyomin - Boston U",245737.7785
"Kubis, Tillmann - Purdue U",245674.0355
"Norman, Michael L. - UC San Diego",242961.3067
"Babaee, Hessam - MIT",241664.6096
"Schneider, Edwin K - George Mason U",241079.6624
"Abrams, Cameron - Drexel U",239068.0006
"Goetz, Andreas Walter - UC San Diego",237062.5514
"Guo, Hong - U Tennessee",236627.9158
"Kaiser, Hartmut - Louisiana State U",233303.1914
"Kennefick, Daniel John - U Arkansas",231847.6091
"Apte, Sourabh V - Oregon State U",228211.6177
"Aluru, Narayana R - UIUC",227685.2002
"Llinas, Miguel - CMU",227494.5393
"Cowburn, David - Einstein College of Med",225485.5453
"Han, Yong - Iowa State U",223806.9954
"Baruah, Tunna - UT El Paso",222927.2633
"Ceperley, David M - UIUC",220515.4310
"Tsoukalas, Nasos - UC Davis",219849.1377
"Chen, Alan Austin - SUNY Albany",219838.2700
"Wise, John H - Georgia Tech",218842.8884
"Buck, Matthias - CWRU",217657.9733
"El-Awady, Jaafar A - Johns Hopkins U",216313.2444
"Haiman, Zoltan - Columbia U",216190.7911
"Lele, Sanjiva K - Stanford U",215666.9242
"Miller, Michael I - Johns Hopkins U",213231.7205
"Saven, Jeffery G - U Pennsylvania",212761.0132
"Jordan, Thomas H. - USC",212475.9333
"Hawley, John F. - U Virginia",205380.7107
"Niu, Fenglin - Rice U",203280.8267
"Kaxiras, Efthimios - Harvard U",199733.2280
"Alexander-Katz, Alfredo - MIT",199287.3329
"Lesage, Anne-Cecile - Texas Tech U",197239.8175
"Riley, Pete - Predictive Science",196389.3309
"Johnsen, Eric - U Michigan",194738.3246
"Childers, Greg - CSU-Fullerton",193281.9200
"Pujari, Sumiran  - U Kentucky",191337.4610
"Huang, Bohua - George Mason U",186628.4443
"Escobedo, Fernando - Cornell U",183208.8312
"Demeler, Borries - UT Hlth Sci Ctr San Antonio",181776.4178
"Zhong, Xiaolin - UCLA",181294.5016
"Smith, Britton D - U Edinburgh",181080.3203
"Sant, Gaurav N - UCLA",176977.6224
"Bretherton, Christopher Stephen - U Washington",176850.1111
"Mon, Kin K - U Georgia",176750.8398
"Tsyshevsky, Roman - U Maryland",175892.6851
"Dumitrica, Traian - U Minn",175701.2893
"Zhou, Guangwen - SUNY Binghamton",172684.6843
"Zhang, Joseph Yinglong - Va Inst of Marine Sci",171609.4449
"Mehdizadeh, Amirfarhang - Penn State U",169226.8884
"Burton, Zachary F - Michigan State U",168880.2040
"Ashour-Abdalla, Maha - UCLA",168268.5688
"Wei, Tao - Lamar U",166320.6133
"Sterling, Thomas - Indiana U",164251.7515
"Cannon, John Francis - U Missouri, Columbia",163626.3068
"Grabow, Lars Christian - U Houston",160240.9647
"Fierro, Alexandre O - U Oklahoma",160204.2220
"Dutt, Meenakshi - Rutgers U",159101.3867
"Yang, Li - Washington U",159075.3379
"Parris, Paul Ernest - Missouri S&T",158833.5550
"Beck, Jordan P - Concordia U",156194.5601
"Leschziner, Andres E - Harvard U",155100.3468
"Wang, Bei - Princeton U",152894.6534
"Gray, Jeffrey J - Johns Hopkins U",152393.7867
"Space, Brian - U South Florida",151002.2825
"Akhavan, Rayhaneh - U Michigan",149256.7773
"Lin, Hai - CU Denver",148112.7778
"Xia, Meng - U Maryland, Eastern Shore",145997.1509
"Tomko, Karen - Ohio State U",144717.8268
"Paddison, Stephen J - U Tennessee",143553.1024
"Merwade, Venkatesh - Purdue U",139791.5825
"Lin, Ching-long - U Iowa",139688.7949
"Christopher, Phillip N - UC Riverside",139407.0753
"Marsden, Alison Lesley - UC San Diego",138835.8537
"Akis, Richard - Arizona State U",136647.6001
"Singh, Parampreet  - Louisiana State U",136120.7599
"Shakiba, Maryam - UIUC",134468.1557
"Vandewalle, Axel - Brown U",134167.6461
"Collins, David - Florida State U",133458.7105
"Griesel, Alexa - SIO",133353.0677
"Kiefer, Boris - NM State U",133150.5070
"Llovet, Pol - Montana State U",132026.3200
"Egolfopoulos, Fokion - USC",131426.7249
"Kaplan, Michael Samuel Cruz - USC",131407.3908
"Del Maestro, Adrian - U Vermont",131147.2125
"Jones, Matthew D. - SUNY Buffalo",130807.3824
"Wong, Bryan M - UC Riverside",129979.6132
"Shubert, Richard H. - Inst for Fundamental Sci",128254.4178
"Wang, Junmei - UT Southwestern Med Ctr",128184.1554
"Howes, Gregory G - U Iowa",125933.0625
"Weng, Jing-Ke - Whitehead Inst for Biomed Res",125610.5068
"El-Alaoui, Mostafa - UCLA",124728.2223
"Engel, Jonathan H - UNC",123854.3649
"Pogorelov, Taras - UIUC",123430.9065
"Poulos, Thomas - UC Irvine",122926.9066
"Kozlowski, Marisa - U Pennsylvania",122508.1338
"Rossky, Peter Jacob - Rice U",122494.7292
"Mueller, Timothy Keith - Johns Hopkins U",121365.9912
"Aidun, Cyrus K - Georgia Tech",120918.5912
"Billington, Sarah L - Stanford U",120207.3911
"Zhang, Yuyang - ORNL",118486.2667
"Schelter, Eric J - U Pennsylvania",118345.4970
"Rondinelli, James M - Northwestern U",118256.4273
"Grossman, Jeffrey C. - MIT",117007.7819
"Zayak, Alexey - Bowling Green State U",116813.6401
"Demmel, James Weldon - UC Berkeley",115865.5065
"Banavali, Nilesh K - Wadsworth Ctr",115637.3642
"Spataru, Tudor - CUNY",115000.7962
"Lilly, Taylor Clark - CU Colorado Springs",114617.5870
"Bhaganagar, Kiran - UT San Antonio",114582.7066
"Chen, Jianhan - Kansas State U",113135.4846
"Arunachalam, Sarav - UNC",113097.8842
"Kummel, Andrew - UC San Diego",111065.6525
"Stubbs, John Michael - U New England",110583.0201
"Smith, Cameron Walter - RPI",110557.6447
"Donzis, Diego A. - Texas A&M",110371.4890
"Chan, Maria - ANL",109848.5776
"Kim, John - UCLA",107204.3606
"Lin, Xi - Boston U",106622.5024
"Laursen, Siris Odin - U Tennessee",106141.2846
"Zhang, Xiuwen - CU Boulder",105565.5292
"Radhakrishnan, Ravi - U Pennsylvania",105060.3775
"Speyer, Gil - Arizona State U",104509.1377
"Liu, Peng - U Pittsburgh",102038.4754
"Hsu, Tian-Jian - U Delaware",101335.9493
"Alexandrova, Anastassia - UCLA",101329.5820
"Choudhury, Pabitra - New Mexico Tech",101318.5371
"Liang, Zhi - RPI",99058.5342
"Iglesia, Enrique - UC Berkeley",98109.6535
"Chong, Lillian T - U Pittsburgh",97234.8580
"Nguyen, Hung D - UC Irvine",96086.1509
"Nishikawa, Ken-Ichi - U Alabama, Huntsville",96000.7109
"Zhu, Xiao - Purdue U",95766.1774
"Zhou, Z. Hong - UCLA",95449.4309
"Soe, Min - Rogers State U",95127.1467
"ferreira, celso moller - George Mason U",94187.1508
"Fang, Fang - NCAR",93496.0801
"Lake, Roger K - UC Riverside",92539.5917
"Toomre, Juri - CU Boulder",92435.9023
"Mondal, Jagannath - Columbia U",91674.5600
"Ecker, Joseph - Salk Institute",91495.6756
"Farley, Robert Alan - USC",90854.2534
"Richard, Ryan Matthew - Georgia Tech",90807.6982
"Gardoni, Paolo - UIUC",90355.5550
"Quinn, Thomas R. - U Washington",90176.8046
"Khanna, Gaurav - U Mass, Dartmouth",89899.9224
"Llebot, Clara - Oregon Health & Sci U",89692.2034
"Cheng, Yu-Ting - Johns Hopkins U",89663.6936
"Wilkins-Diehr, Nancy - UC San Diego",88109.3389
"Lo, Cynthia S - Washington U",88073.9112
"Sumner, Isaiah Charles - James Madison U",87259.5155
"Matsika, Spiridoula - Temple U",86687.3157
"Nangia, Shikha - Syracuse U",86578.1032
"Levine, Benjamin G - Michigan State U",86450.0112
"Klie, Robert F - U Illinois, Chicago",85746.2047
"Hummels, Cameron - U Arizona",85321.6133
"Wang, Xiaotai - CU Denver",85074.3110
"Callis, Patrik R - Montana State U",84900.9467
"Onyisi, Peter - UT Austin",84712.7464
"Bernard, Peter S. - U Maryland",83432.6398
"Sinha, Manodeep - Vanderbilt U",83391.0845
"Wang, Bin  - U Oklahoma",83274.5997
"Mondal, Sayan - Weill Cornell Med College",83236.9067
"Kulik, Heather Janine - MIT",83154.6915
"Tan, Qiaohua - U Oklahoma",82949.9111
"Puzyrev, Yevgeniy - Vanderbilt U",82947.8172
"Manz, Thomas A. - NM State U",82614.0965
"sansoz, frederic - U Vermont",82188.7680
"Howat, Ian  - Ohio State U",82118.2221
"Meneveau, Charles - Johns Hopkins U",81604.4799
"Harrigan, Timothy P. - Johns Hopkins U",81126.4889
"Timerghazin, Qadir - Marquette U",80887.5289
"Oh, Siang Peng - UC Santa Barbara",80605.1336
"Li, Jianing - U Vermont",80119.7782
"Hall, Thomas Edwin - U Virginia",80117.4665
"Work, Daniel  - UIUC",79712.5245
"Morin, Paul Jeffrey - U Minn",78486.3866
"McLaughlin, Don Edwin - West Virginia U",78434.2529
"Sheikhi, Reza H - Northeastern U",78222.0135
"Mudgapalli, Ashok - U Nebraska, Med Ctr",78115.6311
"Zgid, Dominika Kamila - U Michigan",77986.9689
"Martins, Joaquim - U Michigan",77112.1955
"Miao, Maosheng - UC Santa Barbara",73947.0842
"Singh, Satbir - CMU",73651.2841
"Niemann, Christoph - UCLA",73201.7065
"Ghaffari, Noushin - Texas A&M",72943.3377
"Beran, Gregory - UC Riverside",72380.8689
"Jorgensen, Kameron Renee - TAMIU",72116.9775
"Wu, Yinghao  - Einstein College of Med",71771.5956
"Bykhovskaia, Maria - Central U Caribbean",71401.2798
"Krieger, Donald Nathan - U Pittsburgh",71071.7380
"Lobo, Daniel - Tufts U",70785.2089
"Malaspina, David Cesar - Northwestern U",70749.8312
"Kibalchenko, Mikhail - UCLA",70716.0177
"Gallicchio, Emilio - CUNY Brooklyn College",69703.1866
"Gazula, Vikram - U Kentucky",69588.2971
"Koenig, Peter - Procter & Gamble",69467.4401
"Jarzecki, Andrzej A. - CUNY Brooklyn College",69465.6266
"Eshraghi Kakhki, Mohsen - CSU-Los Angeles",68432.3956
"Ichiye, Toshiko - Georgetown U",67685.2490
"Wang, Xianqiao - U Georgia",67668.5335
"Qin, Sanbo  - Florida State U",67433.2796
"Hajjar, Jerome F. - Northeastern U",67337.4675
"Qiao, Li  - Purdue U",67106.7018
"Fisher, Robert T - U Mass, Dartmouth",66650.8889
"Bergantz, George Walter - U Washington",66572.0002
"Yakobson, Boris I - Rice U",66440.5782
"Sweeney, Alison M - U Pennsylvania",65993.3550
"Rai, Neeraj - Mississippi State U",65549.8978
"Wistey, Mark - U Notre Dame",65522.8445
"Tsang, Leung - U Michigan",65396.0620
"Pritchard, Michael - UC Irvine",64792.4136
"Smith, Lydia - UC Berkeley",64292.2889
"Oppenheim, Meers - Boston U",64231.8890
"Firouzi, Mahnaz  - Stanford U",63166.5778
"Papavassiliou, Dimitrios V - U Oklahoma",63041.0146
"Mertz, Blake - West Virginia U",62944.6043
"Al-Qadi, Imad L. - UIUC",62771.5687
"Pongkitiwanichakul, Peera - U Chicago",62671.3515
"Hallman, Eric - CU Boulder",62323.8582
"Heinz, Sebastian - U Wisconsin-Madison",62268.9422
"Thornton, Katsuyo - U Michigan",62184.0088
"Jayaraman, Balaji - Penn State U",61014.3716
"Kammel, Peter - U Washington",60978.7713
"Lavie, Alon - CMU",60921.1609
"Naylor, Jason - Purdue U",60900.6003
"Thomas, Wendy E. - U Washington",59887.4491
"Zia, Roseanna Nellie - Cornell U",59565.1243
"Winters, Kraig - UC San Diego",59314.8444
"Durbin, Paul - Iowa State U",59052.9052
"Liu, Don - Louisiana Tech",59027.2309
"Fleming, Karen - Johns Hopkins U",58535.9959
"Vetticatt, Mathew J - SUNY Binghamton",58400.2441
"Madrid, Marcela - PSC",58357.7686
"Chandran, Uma - U Pittsburgh",58354.8224
"Ngoko Djiokap, Jean Marcel - U Nebraska, Lincoln",58132.6532
"Park, Sheldon - SUNY Buffalo",57713.2800
"Straus, David - COLA",56998.2843
"Showman, Adam P. - U Arizona",55581.9373
"Hempel, Chris - UT Austin",55132.9884
"Wang, Liya - Cold Spring Harbor Lab",55010.4578
"Riggleman, Robert A - U Pennsylvania",54917.8891
"Saltz, Joel H - SUNY Stony Brook",54812.8808
"Gordon, Karl Douglas - STScI",54093.8755
"Cui, Shengting - U Tennessee",53584.8664
"Raeymaekers, Bart  - U Utah",53135.5818
"Acharya, Amit - CMU",52749.7066
"Romano, Giuseppe  - Hobart and William Smith Colleges",52586.3744
"Wang, Shuai - UC Berkeley",52310.3068
"Aristilde, Ludmilla  - Cornell U",51908.2985
"Cushman, John Chandler - U Nevada, Reno",50528.1556
"Castillo-Chara, Jairo - Fayetteville State U",50339.6934
"Silberstein, Meredith Natania - Cornell U",50245.9383
"McDowell, David L. - Georgia Tech",49958.1157
"Brunner, Robert J. - UIUC",49897.1322
"Zhang, Shiwei  - College of Wm & Mary",49760.1555
"Zheng, Lianyuan - U South Florida",49371.2890
"Wang, Chen Santillan - UC Riverside",49172.9287
"Mastorakos, Ioannis  - Clarkson U",49156.8534
"Jagota, Anand - Lehigh U",49121.0846
"Levine, Zachary - UC Santa Barbara",48970.6134
"Motamarri, Phani - U Michigan",48844.4444
"May, Michael Ryan - UC Davis",48631.0089
"Musgrave, Charles B. - CU Boulder",48604.7063
"Henderson, Shane G - Cornell U",48073.2798
"Keten, Sinan - Northwestern U",48009.5866
"Daggett, Valerie - U Washington",47878.5557
"Kral, Petr - U Illinois, Chicago",47585.4449
"Bylander, Daniel Martin - Texas State U",47554.7023
"Narayanan, Desika - Haverford College",47151.8134
"Pop, Mihai  - U Maryland",47023.0979
"Gao, Huajian - Brown U",46008.7945
"Jin, Guangxu  - Wake Forest Sch of Med",45825.0490
"Xue, Yongkang - UCLA",45790.0135
"Silvia, Devin W - Michigan State U",45763.5552
"Muller, Axel - Caltech",45671.6175
"Ozkan, Sefika Banu - Arizona State U",45646.1335
"Shah, Premal  - U Pennsylvania",45269.5442
"Dutta, Indranath  - Washington State U",45103.8799
"Barraza-Lopez, Salvador - U Arkansas",44918.8625
"Richardson, Chris - Elon U",44802.0924
"Moreno, Juana - Louisiana State U",44554.6666
"Contractor, Noshir - Northwestern U",44048.6176
"Bourdin, Blaise - Louisiana State U",43638.7070
"Phares, Alain Joseph - Villanova U",43491.2976
"Engelman, Donald M - Yale U",43388.2664
"Dalcanton, Julianne - U Washington",43351.0404
"McFarquhar, Greg Michael - UIUC",43022.2221
"Abernathey, Ryan - Columbia U",42610.7378
"Barone, Veronica  - Central Michigan U",42442.5598
"Masud, Arif - UIUC",42293.9816
"Lu, Chang-Tsan  - U Mass, Amherst",41969.4669
"Chrisochoides, Nikos - Old Dominion U",41466.9333
"Pias, Sally C - New Mexico Tech",41421.7942
"Yang, Yang - Rowan U",41405.3334
"Younis, Bassam A - UC Davis",41388.2092
"Chew, Huck Beng - UIUC",41266.0446
"li, yaping  - U Tulsa",41228.1599
"Srinivasan, Ashok - Florida State U",40994.2392
"Ranganathan, Srivathsan V - SUNY Albany",40946.7688
"Wiens, Douglas A - Washington U",40925.6712
"Altintas, Ilkay - SDSC",40902.5110
"Chen, Long-Qing - Penn State U",40241.0932
"Gilmore, Matthew - U North Dakota",40051.3376
"Cerutti, Benoit - Princeton U",39987.9199
"Yang, Kesong - UC San Diego",39761.7868
"Pande, Santosh - Georgia Tech",39723.9379
"Anderson, Stuart Bruce - Caltech",39634.9464
"Rolfe, Bryan Andrew - Cornell U",39578.5333
"Braatz, Richard - MIT",39404.3956
