title
"XD SUs Charged: Total: by PI"
parameters

start,end
"Dawson, Clinton N - UT Austin",17842397
"Gomez, Facundo A - Michigan State U",17705712
"Mofrad, Mohammad R. K. - UC Berkeley",17618477
"Teich-McGoldrick, Stephanie Leah - Sandia",17410726
"Perez, Jean Carlos - U New Hampshire",17402734
"Ganapathysubramanian, Baskar - Iowa State U",17281476
"Sur, Sharanya - Arizona State U",17234364
"Qiao, Bin - UC San Diego",17189553
"Houk, Kendall N - UCLA",17112252
"Ren, Pengyu - UT Austin",17102400
"Brooks, Charles L - U Michigan",17023584
"Laguna, Pablo - Georgia Tech",16375562
"Simon, Jake - Southwest Res Inst",16302318
"Pettitt, Bernard Montgomery - UT Med Branch",16098424
"Morgan, Dane - U Wisconsin-Madison",15440921
"Chelikowsky, James R - UT Austin",15326877
"Morningstar, Colin - CMU",15147450
"Latour Jr., Robert A. - Clemson U",15133204
"Colonius, Timothy - Caltech",14698486
"Johnsen, Eric - U Michigan",14452316
"Zhigilei, Leonid - U Virginia",14359651
"Leszczynski, Jerzy - Jackson State U",14238482
"Madison, Don - Missouri S&T",14154132
"Donzis, Diego A. - Texas A&M",14089315
"McCammon, James Andrew - UC San Diego",14020103
"Boldyrev, Stanislav - U Wisconsin-Madison",13929430
"Beg, Farhat - UC San Diego",13752198
"Detmold, William - MIT",13562280
"Van Roekel, Luke - CU Boulder",13478756
"Cui, Qiang - U Wisconsin-Madison",13393674
"Reynolds, Christopher Stephen - U Maryland",13365713
"Cohen, Marvin L. - UC Berkeley",13320908
"Kogut, John B. - U Maryland",13266577
"McGovern, Amy - U Oklahoma",13148985
"Abraham, John - Purdue U",13083050
"Wang, Lu - Stanford U",12848337
"Um, Jun Shik - UIUC",12785768
"Mac Low, Mordecai-Mark - AMNH",12688915
"Hasenfratz, Anna - CU Boulder",12566861
"Mittal, Rajat - Johns Hopkins U",12461145
"Madura, Jeffry D. - Duquesne U",12436973
"Tantillo, Dean J. - UC Davis",12420419
"Wang, Xuguang - U Oklahoma",12316910
"Xia, Qian - U Wisconsin-Madison",12162265
"MacKerell, Jr., Alexander D. - U Maryland, Baltimore Co",11884067
"Bryan, Greg L. - Columbia U",11833527
"Amaro, Rommie E - UC San Diego",11725620
"Weinstein, Harel - Weill Cornell Med College",11543865
"Riley, Pete - Predictive Science",11502196
"Wang, Shaowen - UIUC",11409361
"Frank, Adam - U Rochester",11148295
"Cohen, Ronald E. - CIW",10924551
"Tobias, Douglas J. - UC Irvine",10711818
"Hennig, Richard G. - U Florida",10690510
"Marrocchelli, Dario - MIT",10683272
"Ceder, Gerbrand - MIT",10659142
"Lambrecht, Daniel S - U Pittsburgh",10642528
"Ismail-Beigi, Sohrab - Yale U",10598789
"Mahesh, Krishnan - U Minn",10560441
"Liu, Zi-Kui - Penn State U",10407252
"Wise, John H - Georgia Tech",10315238
"Pamidighantam, Sudhakar V. - UIUC",10280443
"Hawley, John F. - U Virginia",10065966
"Hagan, Michael Francis - Brandeis U",10062514
"Grabe, Michael - UC San Francisco",9936794
"Nikolic, Branislav - U Delaware",9846713
"Klauda, Jeffery B. - U Maryland",9802448
"Liebling, Steven - Long Island U",9787824
"Hopkins, Philip F - Caltech",9584427
"Heyden, Andreas - U South Carolina",9575757
"Yildiz, Bilge - MIT",9573500
"Jakowski, Jacek - U Tennessee",9524007
"Huang, Bohua - George Mason U",9503641
"Ricker, Paul M. - UIUC",9473694
"Jiang, Yanfei - Smithsonian Astrophys Obs",9455220
"Shapiro, Stuart L. - UIUC",9439191
"Luthey-Schulten, Zaida - UIUC",9415116
"Giacomazzo, Bruno - U Trento",9354584
"Pogorelov, Nikolai - U Alabama, Huntsville",9308474
"Fisher, Robert T - U Mass, Dartmouth",9130223
"Mitas, Lubos - NC State U",9104225
"Blanquart, Guillaume - Caltech",9078816
"Spitkovsky, Anatoly - Princeton U",9050449
"Tchekhovskoy, Alexander - UC Berkeley",8617687
"Levy, Ronald M - Rutgers U",8451992
"Chen, Hanghui - Columbia U",8374103
"Soltesz, Ivan - UC Irvine",8339099
"Liu, Lijun - UIUC",8306654
"Sinha, Manodeep - Vanderbilt U",8291921
"Zhang, Xiuwen - CU Boulder",8242325
"Dhakal, Subas - Syracuse U",8221082
"Uzun, Ali - Florida State U",8068336
"Radko, Timour - Naval Postgrad School",8019602
"Al-Saidi, Wissam Abdo - U Pittsburgh",7973644
"Vladimirova, Natalia - U New Mexico",7955052
"Feigenson, Gerald W - Cornell U",7870688
"Kaxiras, Efthimios - Harvard U",7865659
"Aller, Stephen G - U Alabama, Birmingham",7792702
"Le, Duy - U Central Florida",7623173
"Yethiraj, Arun - U Wisconsin-Madison",7622176
"Shirts, Michael R - U Virginia",7604807
"Dorland, William D - U Maryland",7449915
"Broyde, Suse - NYU",7449336
"Larson, Ronald G. - U Michigan",7395336
"Zhu, Cheng - Georgia Tech",7358958
"Khelashvili, George - Weill Cornell Med College",7342793
"Vaughn, Matthew W - TACC",7327072
"Saravanan, Ramalingam - Texas A&M",7307909
"Glotzer, Sharon C - U Michigan",7270685
"Grossman, Jeffrey C. - MIT",7258731
"Buck, Matthias - CWRU",7237254
"Lin, Kan-Ju - MIT",7149898
"Schneider, Edwin K - George Mason U",7146826
"Hammes-Schiffer, Sharon - UIUC",7078553
"Kolpak, Alexie - MIT",6941077
"Fan, Shanhui - Stanford U",6936377
"Hu, Fang Q - Old Dominion U",6923854
"Bourdin, Blaise - Louisiana State U",6871339
"Jayaraman, Balaji - Penn State U",6855170
"Bagchi, Prosenjit - Rutgers U",6806172
"Raeder, Joachim - U New Hampshire",6779383
"Asta, Mark - UC Berkeley",6777909
"Collins, Lance - Cornell U",6756683
"Alexander-Katz, Alfredo - MIT",6696712
"Sotomayor, Marcos - Ohio State U",6612398
"Goodman, Jeremy - Princeton U",6566435
"Bai, Xuening - Smithsonian Astrophys Obs",6545951
"Chandran, Benjamin - U New Hampshire",6544875
"Ferrante, Antonino - U Washington",6525509
"van der Vaart, Arjan - U South Florida",6517391
"Loverde, Sharon - CUNY",6470457
"Ashour-Abdalla, Maha - UCLA",6333908
"Makhatadze, George I - RPI",6301267
"LeBard, David - Yeshiva U",6275332
"Anderson, Stuart Bruce - Caltech",6272943
"Pillepich, Annalisa  - Harvard U",6269297
"Woolf, Thomas B - Johns Hopkins U",6222986
"Romero, Aldo Humberto - West Virginia U",6194796
"Martins, Joaquim - U Michigan",6020466
"Diener, Peter - Louisiana State U",6011535
"Han, Yong - Iowa State U",5969881
"Blecha, Laura E - U Maryland",5868973
"Wereszczynski, Jeff - IIT",5829790
"Jewett, Brian F - UIUC",5769558
"Patricola, Christina M - Texas A&M",5732186
"Ivanov, Ivaylo - Georgia State U",5728884
"Jha, Shantenu - Rutgers U",5701809
"Mittal, Jeetain - Lehigh U",5662286
"Wang, Daniel Q. - U Mass, Amherst",5589562
"Sandholm, Tuomas - CMU",5571067
"Kirschner, Denise - U Michigan",5471355
"Sun, Ying - Drexel U",5420713
"Chen, Min - Rice U",5410101
"Romps, David - UC Berkeley",5391830
"Zhu, Zhaohuan - Princeton U",5307055
"Abrams, Cameron - Drexel U",5276497
"Pueschel, Moritz J - U Wisconsin-Madison",5267041
"Pongkitiwanichakul, Peera - U Chicago",5253207
"Apte, Sourabh V - Oregon State U",5243606
"Lin, Ching-long - U Iowa",5222227
"Misra, Vasubandhu - Florida State U",5213764
"Wang, Junmei - UT Southwestern Med Ctr",5189340
"Majumdar, Amitava - UC San Diego",5167957
"Luo, Tengfei - U Notre Dame",5157991
"Kim, John - UCLA",5111653
"Morse, David - U Minn",5036964
"O'Leary, Ryan - UC Berkeley",4937695
"McWilliams, James C. - UCLA",4899046
"Berlind, Andreas - Vanderbilt U",4890728
"Brummell, Nicholas H - UC Santa Cruz",4888066
"Meakin, Casey Adam - LANL",4869914
"Quataert, Eliot - UC Berkeley",4865069
"Goetz, Andreas Walter - UC San Diego",4859940
"O'Shea, Brian W. - Michigan State U",4846086
"Henry, Asegun - Georgia Tech",4783675
"Kaplinghat, Manoj - UC Irvine",4753626
"Landau, David P - U Georgia",4706736
"Gilson, Michael - UC San Diego",4691054
"Sharma, Anupam - Iowa State U",4646597
"Niu, Fenglin - Rice U",4623629
"Tichy, Wolfgang - Florida Atlantic U",4608456
"Voelz, Vincent Alvin - Temple U",4604365
"Faucher-Giguere, Claude-Andre - Northwestern U",4597845
"Beckstein, Oliver - Arizona State U",4594741
"Tsang, Leung - U Michigan",4582316
"Helly, John J - UC San Diego",4555714
"Jaberi, Farhad A - Michigan State U",4537438
"Kushnir, Doron - Institute for Advanced Study",4509542
"Oleynik, Ivan - U South Florida",4503474
"Chang, Philip - U Wisconsin-Milwaukee",4456385
"Buehler, Markus J - MIT",4423276
"Vandewalle, Axel - Brown U",4405563
"Yakobson, Boris I - Rice U",4400717
"Steele, Ryan Patrick - U Utah",4364742
"Zarif-Khalili-Yazdani, Alireza - Brown U",4319264
"Sant, Gaurav N - UCLA",4287678
"Wilkins-Diehr, Nancy - UC San Diego",4281192
"Kennefick, Daniel John - U Arkansas",4279550
"Cuma, Martin - U Utah",4255611
"Holt, William E. - SUNY Stony Brook",4251340
"Parry, Owen - U Maryland",4249096
"Oganov, Artem R. - SUNY Stony Brook",4248011
"Blume, Doerte - Washington State U",4243441
"Sheikhi, Reza H - Northeastern U",4170428
"Brannigan, Grace - Rutgers U",4077708
"Fierro, Alexandre O - U Oklahoma",3993480
"Biringen, Sedat - CU Boulder",3992513
"Sironi, Lorenzo - Harvard U",3986192
"Berne, Bruce J. - Columbia U",3979991
"Keres, Dusan - UC San Diego",3973460
"Space, Brian - U South Florida",3825910
"Medvedeva, Julia E. - Missouri S&T",3805223
"Kaznessis, Yiannis N. - U Minn",3706826
"Tang, Pei - U Pittsburgh Sch of Med",3675023
"Warshel, Arieh - USC",3603267
"Kral, Petr - U Illinois, Chicago",3586087
"Gray, Jeffrey J - Johns Hopkins U",3528909
"Kellogg, Louise H - UC Davis",3522288
"Thornton, Katsuyo - U Michigan",3475666
"Mazloff, Matthew R. - SIO",3462053
"Zhou, Z. Hong - UCLA",3435072
"Volkov, Alexey N. - U Alabama",3430770
"Mueller, Timothy Keith - Johns Hopkins U",3402511
"Baptista, Antonio  - Oregon Health & Sci U",3397976
"Pogorelov, Taras - UIUC",3374427
"Andricioaei, Ioan - UC Irvine",3355602
"Lobo, Daniel - Tufts U",3333958
"Allen, Philip B - SUNY Stony Brook",3308438
"Lisy, James M. - UIUC",3288350
"White, Stephen H. - UC Irvine",3283075
"Pritchett, Philip L. - UCLA",3279549
"Einstein, Theodore L - U Maryland",3251871
"Johner, Niklaus B - Weill Cornell Med College",3246417
"Voyles, Paul M - U Wisconsin-Madison",3214395
"Keten, Sinan - Northwestern U",3214187
"Saltz, Joel H - SUNY Stony Brook",3212014
"Trinkle, Dallas R. - UIUC",3106129
"Fraser, Hunter B - Stanford U",3100320
"Chew, Huck Beng - UIUC",3100078
"Ramprasad, Ramamurthy - U Connecticut",3089491
"Jordan, Thomas H. - USC",3082407
"Vlachos, Dionisios - U Delaware",3052769
"Bykhovskaia, Maria - Central U Caribbean",3049330
"Sperhake, Ulrich - Caltech",3034779
"Mertz, Blake - West Virginia U",3024924
"Huarte-Espinosa, Martin - U Rochester",3000161
"Lyman, Edward - U Delaware",2957741
"Chen, Ru - SIO",2956101
"ferreira, celso moller - George Mason U",2947552
"Oppenheim, Meers - Boston U",2938413
"Urbanc, Brigita - Drexel U",2916369
"Aidun, Cyrus K - Georgia Tech",2915609
"Metcalfe, Travis - Space Sci Inst",2915042
"Abrams, Binyomin - Boston U",2895806
"Grabow, Lars Christian - U Houston",2890802
"Holden, Zachary - U Montana",2886044
"Akhavan, Rayhaneh - U Michigan",2833508
"Peng, Zhangli - MIT",2832888
"Barraza-Lopez, Salvador - U Arkansas",2830674
"Zhang, Yang - NC State U",2813939
"Bromm, Volker - UT Austin",2807746
"Samimi, Alireza - U Utah",2788757
"Johnson, Harley T. - UIUC",2775898
"Miao, Maosheng - UC Santa Barbara",2769027
"Frebel, Anna - MIT",2757138
"Zayak, Alexey - Bowling Green State U",2749357
"Stubbs, John Michael - U New England",2741557
"Zia, Roseanna Nellie - Cornell U",2705933
"Chen, Hanning - George Washington U",2705811
"Fichthorn, Kristen - Penn State U",2697474
"Marinacci, Federico - MIT",2692497
"Klie, Robert F - U Illinois, Chicago",2686188
"Burton, Zachary F - Michigan State U",2683127
"Fredrickson, Glenn - UC Santa Barbara",2669222
"Kim, Ji-hoon - Caltech",2661936
"Gull, Emanuel C - U Michigan",2652747
"Matysiak, Silvina - U Maryland",2649820
"Isborn, Christine Marie - UC Merced",2629725
"Zingale, Michael - SUNY Stony Brook",2617645
"Xia, Meng - U Maryland, Eastern Shore",2615670
"Wuerthwein, Frank - UC San Diego",2561110
"Magyari-Kope, Blanka - Stanford U",2547627
"Hong, Sampyo - U Central Florida",2534421
"Hagen, Scott Charles - U Central Florida",2525064
"Thorpe, Ian F - U Maryland, Baltimore Co",2509717
"Miller, Michael I - Johns Hopkins U",2459133
"Marcus, Philip Stephen - UC Berkeley",2435680
"Kulik, Heather Janine - MIT",2435222
"Mason, Christopher Edward - Weill Cornell Med College",2403955
"Grosman, Claudio Fabian - UIUC",2402069
"Katzenellenbogen, John A - UIUC",2401685
"Martini, Ashlie - UC Merced",2401412
"Hacker, Thomas - Purdue U",2397788
"Hauptmann, Alexander - CMU",2394489
"Tsyshevsky, Roman - U Maryland",2394184
"Wei, Tao - Lamar U",2393506
"Wang, Yu U - Michigan Tech",2389880
"Reed, Patrick M - Cornell U",2375340
"Filizola, Marta - Mt Sinai Sch of Med",2324738
"Pratt, Lawrence Riley - Tulane U",2324024
"Babaee, Hessam - MIT",2316219
"May, Eric Robert - U Connecticut",2308697
"Jagota, Anand - Lehigh U",2293135
"Youssef, Mostafa - MIT",2286330
"Ballance, Connor - Auburn U",2266204
"Wilcox, Jennifer - Stanford U",2264057
"Herce, Henry David - RPI",2255683
"Perez-Aguilar, Jose Manuel - Weill Cornell Med College",2253648
"Chiu, Wah - Baylor College of Med",2235809
"Suter, Robert M. - CMU",2235122
"Kritsuk, Alexei - UC San Diego",2176586
"Pfaendtner, Jim - U Washington",2176162
"Bullock, James S - UC Irvine",2174755
"Shi, Lei - Weill Cornell Med College",2148946
"Karanicolas, John - U Kansas",2115494
"Kieffer, John - U Michigan",2107962
"Place, Sean - U South Carolina",2104869
"Tomko, Karen - Ohio State U",2099778
"Liang, Zhi - RPI",2096456
"Roskies, Ralph - PSC",2081133
"Gygi, Francois - UC Davis",2069271
"Olivucci, Massimo - Bowling Green State U",2053441
"Simmons, David Samuel - U Akron",2052687
"Fragile, Patrick C - College of Charleston",2049373
"Bhaganagar, Kiran - UT San Antonio",2046563
"Rondinelli, James M - Northwestern U",2042526
"Wang, Sanwu - U Tulsa",2037391
"Dutt, Meenakshi - Rutgers U",2031379
"Kaiser, Hartmut - Louisiana State U",2027276
"Onuchic, Jose - Rice U",2021763
"Radhakrishnan, Ravi - U Pennsylvania",2021219
"Aluru, Narayana R - UIUC",2014862
"Lin, Hai - CU Denver",2014779
"Marchand, Roger - U Washington",2004118
"Miller III, Bill Ray - U Richmond",1995810
"Norman, Sean - U South Carolina",1975406
"Bretherton, Christopher Stephen - U Washington",1954462
"Puzyrev, Yevgeniy - Vanderbilt U",1948304
"Kozlowski, Marisa - U Pennsylvania",1946909
"Kim, Kyung-Suk - Brown U",1943399
"Cowburn, David - Einstein College of Med",1941571
"Yang, Li - Washington U",1927778
"Levine, Benjamin G - Michigan State U",1926279
"Hall, Carol - NC State U",1920949
"Lyra, Wladimir - Caltech",1918386
"Schelter, Eric J - U Pennsylvania",1914977
"Yang, Wei - Florida State U",1912621
"Zhang, Yuyang - ORNL",1907000
"Dalcanton, Julianne - U Washington",1904022
"Blaisdell, Gregory A. - Purdue U",1902104
"Cann, Isaac K O - UIUC",1893552
"Filip, Grzegorz Piotr - U Michigan",1883527
"Craig, Stephen - Duke U",1870741
"Desinghu, Balamurugan - U Chicago",1870662
"Medlin, James W. - CU Boulder",1868800
"Kindt, James - Emory U",1853557
"Singh, Parampreet  - Louisiana State U",1847949
"Artrith, Nongnuch - - MIT",1845324
"El-Awady, Jaafar A - Johns Hopkins U",1843387
"Ceperley, David M - UIUC",1837958
"Kiefer, Boris - NM State U",1820613
"Ozkan, Sefika Banu - Arizona State U",1819522
"Sethna, James P - Cornell U",1799631
"Jones, Matthew D. - SUNY Buffalo",1777476
"Beran, Gregory - UC Riverside",1775437
"Fiser, Andras - Einstein College of Med",1775129
"He, Ping - NC State U",1771823
"Mon, Kin K - U Georgia",1769980
"Scheraga, Harold A. - Cornell U",1761849
"Pope, Stephen B. - Cornell U",1760456
"Li, Ju - MIT",1744171
"Guo, X Edward - Columbia U",1736383
"Huang, Kerwyn Casey - Stanford U",1729798
"Kaul, Ribhu - U Kentucky",1727902
"Greaney, Peter Alex - Oregon State U",1724415
"Wang, Guofeng - U Pittsburgh",1722517
"Demeler, Borries - UT Hlth Sci Ctr San Antonio",1708507
"Engel, Jonathan H - UNC",1708008
"El-Alaoui, Mostafa - UCLA",1707862
"Lilly, Taylor Clark - CU Colorado Springs",1707063
"Fleming, Karen - Johns Hopkins U",1703015
"Sterling, Thomas - Indiana U",1699469
"Saven, Jeffery G - U Pennsylvania",1689312
"Poulos, Thomas - UC Irvine",1684349
"Wu, Xiaoyu - Purdue U",1683756
"Nangia, Shikha - Syracuse U",1678045
"Al-Qadi, Imad L. - UIUC",1677230
"Lele, Sanjiva K - Stanford U",1670813
"Deike, Luc J.R - SIO",1666777
"Agrawal, Rajendra K - SUNY Albany",1662538
"Fuentes-Cabrera, Miguel Angel - U Tennessee",1650980
"Lombardi, James - Allegheny College",1625618
"Zhong, Xiaolin - UCLA",1619006
"Meng, Ying Shirley - UC San Diego",1618275
"Nguyen, Hung D - UC Irvine",1608683
"Welty, Claire - U Maryland, Baltimore Co",1607559
"Severin, Andrew J - Iowa State U",1604635
"Spataru, Tudor - CUNY",1601243
"Chen, Jianhan - Kansas State U",1584979
"Boudker, Olga - Weill Cornell Med College",1577566
"Ghosh, Gautam - Northwestern U",1567029
"Kolasny, Anthony - Johns Hopkins U",1544462
"Ellisman, Mark - UC San Diego",1539008
"Lo, Cynthia S - Washington U",1502439
"Gao, Huajian - Brown U",1494964
"Zhang, Joseph Yinglong - Va Inst of Marine Sci",1488611
"Shields, George C - Bucknell U",1467565
"Baruah, Tunna - UT El Paso",1466707
"Espinosa, Horacio Dante - Northwestern U",1458928
"Zheng, Lianyuan - U South Florida",1456641
"Jayaraman, Arthi - U Delaware",1445289
"Ballmer, Maxim Dionys - U Hawaii, Manoa",1444176
"French, Martin - Sandia",1440367
"Rai, Neeraj - Mississippi State U",1429244
"Escobedo, Fernando - Cornell U",1424612
"Whited, Toni M - U Rochester",1421806
"Spearot, Douglas - U Arkansas",1418985
"Brylinski, Michal - Louisiana State U",1412995
"Huggett, Mark - Georgetown U",1404394
"Loth, Francis - U Akron",1402761
"Boylan-Kolchin, Michael  - U Maryland",1398769
"Schmidt, David Paul - U Mass, Amherst",1391763
"Schmidt, Jordan R - U Wisconsin-Madison",1382872
"Onyisi, Peter - UT Austin",1376008
"Cooper, Catherine Marguerite - Washington State U",1370951
"Ye, Mao - UIUC",1359164
"Manz, Thomas A. - NM State U",1355455
"Balsara, Dinshaw S - U Notre Dame",1330512
"Blondin, John M. - NC State U",1321092
"Juric, Mario - LSST Corp.",1299504
"Lieuwen, Timothy Charles - Georgia Tech",1294786
"Asle Zaeem, Mohsen - Missouri S&T",1289991
"Liu, Peng - U Pittsburgh",1279658
"Lake, Roger K - UC Riverside",1276553
"Chen, Youping - U Florida",1273331
"Lazarian, Alex - U Wisconsin-Madison",1272896
"Arunachalam, Sarav - UNC",1269031
"Marcello, Dominic - Louisiana State U",1266502
"Haiman, Zoltan - Columbia U",1255188
"Srinivasan, Sundar - U Washington",1249021
"Hansen, Charles D. - U Utah",1239153
"Paddison, Stephen J - U Tennessee",1234723
"Triant, Deborah - U Virginia",1226825
"Beck, Jordan P - Concordia U",1225578
"Haworth, Daniel - Penn State U",1218992
"El-Khoury, Patrick Zakhia - PNL",1216908
"Miao, Yinglong - HHMI",1209820
"Silberstein, Meredith Natania - Cornell U",1201478
"Wang, Bei - Princeton U",1201465
"Ebalunode, Jerry - U Houston",1197055
"Wong, Bryan M - UC Riverside",1182643
"Cui, Shengting - U Tennessee",1182097
"Cannon, John Francis - U Missouri, Columbia",1179436
"Zhou, Guangwen - SUNY Binghamton",1177586
"Huwe, Peter - U Pennsylvania",1174475
"Chen, Alan Austin - SUNY Albany",1164052
"Llebot, Clara - Oregon Health & Sci U",1160372
"Oldham, Edward - U Mary Washington",1154007
"Shim, Joong-Youn - NC Central U",1151895
"Travesset, Alex - Iowa State U",1142182
"Regenwetter, Michel - UIUC",1135413
"Chow, Edmond - Georgia Tech",1130814
"Kubis, Tillmann - Purdue U",1129860
"Meneveau, Charles - Johns Hopkins U",1126749
"Leschziner, Andres E - Harvard U",1125970
"Mehdizadeh, Amirfarhang - Penn State U",1122117
"Johnson, Steven G - MIT",1118806
"Hummels, Cameron - U Arizona",1109433
"Ertekin, Elif - UIUC",1099941
"Shi, Yunfeng - RPI",1097885
"Condron, Alan - U Mass, Amherst",1089454
"Guo, Hong - U Tennessee",1088847
"Tsoukalas, Nasos - UC Davis",1084325
"Ecker, Joseph - Salk Institute",1079502
"Weng, Jing-Ke - Whitehead Inst for Biomed Res",1078304
"Bratko, Dusan - Virginia Commonwealth U",1068026
"Park, Kyungwha - Virginia Tech",1061470
"Griesel, Alexa - SIO",1057137
"Ebrahimi, Davoud - MIT",1051910
"Soe, Min - Rogers State U",1051810
"Ngoko Djiokap, Jean Marcel - U Nebraska, Lincoln",1044197
"Chang, Chia-en A - UC Riverside",1036581
"akgun, ugur - Coe College",1034681
"Ghaffari, Noushin - Texas A&M",1027255
"Lesage, Anne-Cecile - Texas Tech U",1025242
"Kammel, Peter - U Washington",1020144
"Meyer, Randall - U Illinois, Chicago",1018326
"Carrington, Laura - UC San Diego",1007707
"Rasulev, Bakhtiyor - Jackson State U",999408
"Lin, Xi - Boston U",994805
"Greif, Thomas - Harvard U",993570
"Bergantz, George Walter - U Washington",992042
"Hsu, Tian-Jian - U Delaware",991657
"Bahar, Ivet - U Pittsburgh",987051
"Dumitrica, Traian - U Minn",985452
"Natarajan, Aravind - CMU",978060
"Egolfopoulos, Fokion - USC",977357
"Wang, Shuai - UC Berkeley",966985
"Yang, Yuan - MIT",963832
"Llinas, Miguel - CMU",948486
"Demmel, James Weldon - UC Berkeley",947560
"Wang, Xiaotai - CU Denver",938340
"Guenza, Marina - U Oregon",937485
"Parris, Paul Ernest - Missouri S&T",934865
"Van Wynsberghe, Adam Wayne - Hamilton College",934682
"Marronetti, Pedro - NSF",932843
"Guvench, Olgun - U New England",927362
"Sarma, Jayshree - George Mason U",925898
"Yang, Yang - Rowan U",921120
"Smith, Cameron Walter - RPI",919009
"Brunner, Robert J. - UIUC",915871
"Hill, David Foster - Oregon State U",905341
"Papavassiliou, Dimitrios V - U Oklahoma",901576
"Kaplan, Michael Samuel Cruz - USC",898117
"Iglesia, Enrique - UC Berkeley",893988
"Childers, Greg - CSU-Fullerton",888910
"Mondal, Sayan - Weill Cornell Med College",884153
"Del Maestro, Adrian - U Vermont",882235
"Thomas, Wendy E. - U Washington",882089
"Pujari, Sumiran  - U Kentucky",876949
"Hong, Han  - Stanford U",868476
"Lyon, John G. - Dartmouth College",866334
"Mashayek, Farzad - U Illinois, Chicago",853129
"Facelli, Julio C - U Utah",852563
"Hickman, Albert Peet - Lehigh U",850634
"Vetticatt, Mathew J - SUNY Binghamton",844539
"Kibalchenko, Mikhail - UCLA",840846
"Ong, Shyue Ping - UC San Diego",839614
"Moschetti, Morgan Paul - USGS",836416
"Larkins, Brian - Coastal Carolina U",833685
"Klos, Jacek - U Maryland",831517
"Pritchard, Michael - UC Irvine",830089
"Callis, Patrik R - Montana State U",827106
"Smith, Britton D - U Edinburgh",826170
"Shubert, Richard H. - Inst for Fundamental Sci",823406
"Niemann, Christoph - UCLA",821595
"Kummel, Andrew - UC San Diego",821445
"Laursen, Siris Odin - U Tennessee",811878
"Collins, David - Florida State U",809896
"Najafi-Yazdi, Alireza - McGill U",801829
"Smith, Noah A - CMU",783301
"Toomre, Juri - CU Boulder",782373
"Orban, Christopher - Ohio State U",776006
"Becker, Udo - U Michigan",767307
"Zalucha, Angela - SETI Inst",763995
"Nikolla, Eranda - Wayne State U",757676
"Lavie, Alon - CMU",747379
"Farley, Robert Alan - USC",745727
"Sweeney, Alison M - U Pennsylvania",745573
"Sumner, Isaiah Charles - James Madison U",742923
"Johnston, Murray V - U Delaware",733935
"Snir, Marc - UIUC",732475
"Arolla, Sunil - Cornell U",728269
"Keaveny, Tony M. - UC Berkeley",727422
"Perot, Blair - U Mass, Amherst",726461
"Hempel, Chris - UT Austin",722275
"Holley-Bockelmann, Kelly - Vanderbilt U",718730
"Belyaev, Mikhail Alexander - UC Berkeley",714413
"Tang, Wenjie - U Virginia",712076
"Sinno, Talid - U Pennsylvania",711885
"Mudgapalli, Ashok - U Nebraska, Med Ctr",711760
"Durbin, Paul - Iowa State U",711739
"Braatz, Richard - MIT",711003
"Liu, Don - Louisiana Tech",710773
"Wedler, Henry - UC Davis",705882
