title
"CPU Hours: Total: by PI"
parameters

start,end
"Chong, Lillian T - U Pittsburgh",5150393.3338
"Zhigilei, Leonid - U Virginia",5124726.7296
"Stadler, Georg - NYU",5104296.4665
"Norman, Michael L. - UC San Diego",4924380.3208
"Shea, Joan-Emma - UC Santa Barbara",4837710.0223
"Klein, Richard I. - UC Berkeley",4837342.3640
"Jakowski, Jacek - U Tennessee",4637765.1963
"Colonius, Timothy - Caltech",4474760.4244
"Houk, Kendall N - UCLA",4355910.2091
"Aspuru-Guzik, Alan - Harvard U",4304620.6830
"Donzis, Diego A. - Texas A&M",4233329.2286
"Dawson, Clinton N - UT Austin",4062185.0709
"Berzins, Martin - U Utah",3911658.9862
"Yilmaz, Ali - UT Austin",3902992.4953
"Baron, Riccardo - U Utah",3859268.0752
"Gomez, Facundo A - Michigan State U",3850928.9333
"Perez, Jean Carlos - U New Hampshire",3787540.4668
"Teich-McGoldrick, Stephanie Leah - Sandia",3785764.3336
"Pamidighantam, Sudhakar V. - UIUC",3777549.5653
"Ganapathysubramanian, Baskar - Iowa State U",3756392.1888
"Sur, Sharanya - Arizona State U",3755624.8445
"Qiao, Bin - UC San Diego",3737673.6044
"Brooks, Charles L - U Michigan",3701584.2575
"Ren, Pengyu - UT Austin",3670739.7500
"Mahesh, Krishnan - U Minn",3664345.5091
"Leszczynski, Jerzy - Jackson State U",3652670.7681
"Mofrad, Mohammad R. K. - UC Berkeley",3639152.6449
"Um, Jun Shik - UIUC",3598115.0805
"Laguna, Pablo - Georgia Tech",3560840.6305
"Tantillo, Dean J. - UC Davis",3428037.4713
"Pettitt, Bernard Montgomery - UT Med Branch",3418105.1753
"Tchekhovskoy, Alexander - UC Berkeley",3396657.0892
"Morningstar, Colin - CMU",3332475.1592
"Johnsen, Eric - U Michigan",3316146.8801
"Latour Jr., Robert A. - Clemson U",3290543.5420
"Chelikowsky, James R - UT Austin",3284472.9250
"Morgan, Dane - U Wisconsin-Madison",3201872.4444
"MacKerell, Jr., Alexander D. - U Maryland, Baltimore Co",3184573.6657
"Sandholm, Tuomas - CMU",3083055.6534
"Madison, Don - Missouri S&T",3077654.3023
"Boldyrev, Stanislav - U Wisconsin-Madison",3028756.6225
"Beg, Farhat - UC San Diego",2989746.0531
"Detmold, William - MIT",2948951.1551
"Van Roekel, Luke - CU Boulder",2930801.3514
"Reynolds, Christopher Stephen - U Maryland",2904174.8533
"Cohen, Marvin L. - UC Berkeley",2895677.7022
"Hagan, Michael Francis - Brandeis U",2885406.7179
"Kogut, John B. - U Maryland",2884665.6756
"Abraham, John - Purdue U",2856186.6354
"McCammon, James Andrew - UC San Diego",2846414.6438
"Cui, Qiang - U Wisconsin-Madison",2815000.0969
"Wang, Shaowen - UIUC",2806219.2686
"Mac Low, Mordecai-Mark - AMNH",2759060.0350
"Wang, Daniel Q. - U Mass, Amherst",2756110.2667
"Heyden, Andreas - U South Carolina",2727444.4441
"Madura, Jeffry D. - Duquesne U",2724225.0176
"Loverde, Sharon - CUNY",2710771.6781
"Mittal, Rajat - Johns Hopkins U",2708446.2078
"Wang, Xuguang - U Oklahoma",2678013.9479
"Hasenfratz, Anna - CU Boulder",2675701.9799
"Xia, Qian - U Wisconsin-Madison",2642461.4930
"Pogorelov, Nikolai - U Alabama, Huntsville",2608690.8490
"Frank, Adam - U Rochester",2593089.9109
"Bryan, Greg L. - Columbia U",2582580.2576
"Uzun, Ali - Florida State U",2568710.0578
"Weinstein, Harel - Weill Cornell Med College",2510082.2309
"Riley, Pete - Predictive Science",2501004.1049
"Dorland, William D - U Maryland",2459069.5116
"Amaro, Rommie E - UC San Diego",2456427.6145
"Shapiro, Stuart L. - UIUC",2429079.5357
"Feigenson, Gerald W - Cornell U",2406707.5055
"Klauda, Jeffery B. - U Maryland",2351719.4245
"Aller, Stephen G - U Alabama, Birmingham",2346731.7555
"Cohen, Ronald E. - CIW",2336963.4049
"Tobias, Douglas J. - UC Irvine",2329163.2174
"Hennig, Richard G. - U Florida",2324532.3107
"Marrocchelli, Dario - MIT",2322892.5331
"Ceder, Gerbrand - MIT",2291746.6134
"Ferrante, Antonino - U Washington",2280442.0977
"Jayaraman, Balaji - Penn State U",2274192.0925
"Ricker, Paul M. - UIUC",2261462.6321
"Liu, Zi-Kui - Penn State U",2246468.3637
"Wise, John H - Georgia Tech",2242698.9114
"Fan, Shanhui - Stanford U",2217304.4253
"Majumdar, Amitava - UC San Diego",2211763.9200
"Asta, Mark - UC Berkeley",2188815.8903
"Hawley, John F. - U Virginia",2188728.0266
"Grabe, Michael - UC San Francisco",2161170.9889
"Lambrecht, Daniel S - U Pittsburgh",2157535.0350
"Lin, Kan-Ju - MIT",2156360.7522
"Ismail-Beigi, Sohrab - Yale U",2148892.2896
"Nikolic, Branislav - U Delaware",2135681.0085
"Liebling, Steven - Long Island U",2128505.4312
"Levy, Ronald M - Rutgers U",2126409.9127
"Shirts, Michael R - U Virginia",2124763.4934
"Yildiz, Bilge - MIT",2081648.4398
"Hopkins, Philip F - Caltech",2070699.3864
"Huang, Bohua - George Mason U",2066463.3421
"Larson, Ronald G. - U Michigan",2062731.0622
"Jiang, Yanfei - Smithsonian Astrophys Obs",2053734.7435
"Yethiraj, Arun - U Wisconsin-Madison",2035921.9016
"Giacomazzo, Bruno - U Trento",2034023.7678
"Wang, Lu - Stanford U",2016404.6446
"Fisher, Robert T - U Mass, Dartmouth",1985262.6931
"Mitas, Lubos - NC State U",1983707.9147
"Blanquart, Guillaume - Caltech",1974084.5953
"van der Vaart, Arjan - U South Florida",1970051.1104
"Spitkovsky, Anatoly - Princeton U",1966380.5338
"Liang, Zhi - RPI",1926819.5137
"Soltesz, Ivan - UC Irvine",1816306.3114
"Liu, Lijun - UIUC",1806556.3332
"Chen, Hanghui - Columbia U",1796405.2313
"Sinha, Manodeep - Vanderbilt U",1786931.6045
"Mason, Christopher Edward - Weill Cornell Med College",1750164.0888
"Vladimirova, Natalia - U New Mexico",1729736.2622
"Kim, John - UCLA",1709824.6061
"Wilkins-Diehr, Nancy - UC San Diego",1690278.9336
"Ivanov, Ivaylo - Georgia State U",1680138.6221
"Radko, Timour - Naval Postgrad School",1671570.5864
"Luthey-Schulten, Zaida - UIUC",1657363.1067
"Kaxiras, Efthimios - Harvard U",1647153.2005
"Aluru, Narayana R - UIUC",1646535.9151
"Buck, Matthias - CWRU",1631182.3469
"Vaughn, Matthew W - TACC",1622899.5249
"Zhu, Cheng - Georgia Tech",1600121.7688
"Le, Duy - U Central Florida",1598444.9021
"Khelashvili, George - Weill Cornell Med College",1597374.6268
"Saravanan, Ramalingam - Texas A&M",1589021.1822
"Grossman, Jeffrey C. - MIT",1578331.4444
"Glotzer, Sharon C - U Michigan",1573248.0313
"Zhang, Xiuwen - CU Boulder",1560773.4477
"Schneider, Edwin K - George Mason U",1554719.7558
"Hammes-Schiffer, Sharon - UIUC",1539011.9161
"Severin, Andrew J - Iowa State U",1513201.3333
"Broyde, Suse - NYU",1510430.8397
"Kolpak, Alexie - MIT",1509895.8176
"Bagchi, Prosenjit - Rutgers U",1479958.8622
"Raeder, Joachim - U New Hampshire",1470082.6266
"Collins, Lance - Cornell U",1469135.4628
"Diener, Peter - Louisiana State U",1464972.7082
"Chen, Ru - SIO",1458047.4850
"Alexander-Katz, Alfredo - MIT",1456780.8047
"Bourdin, Blaise - Louisiana State U",1455463.2091
"McWilliams, James C. - UCLA",1438268.8017
"Sotomayor, Marcos - Ohio State U",1437790.2712
"Blecha, Laura E - U Maryland",1431388.2809
"Goodman, Jeremy - Princeton U",1427796.4225
"Bai, Xuening - Smithsonian Astrophys Obs",1423342.4577
"Chandran, Benjamin - U New Hampshire",1423107.9823
"Woolf, Thomas B - Johns Hopkins U",1401808.3146
"Peng, Zhangli - MIT",1396599.1021
"Jha, Shantenu - Rutgers U",1384018.7644
"Oleynik, Ivan - U South Florida",1379266.6812
"Makhatadze, George I - RPI",1369819.0755
"Pillepich, Annalisa  - Harvard U",1362076.0488
"Anderson, Stuart Bruce - Caltech",1360666.9555
"Luo, Tengfei - U Notre Dame",1353304.8127
"Pueschel, Moritz J - U Wisconsin-Madison",1351208.0264
"LeBard, David - Yeshiva U",1321781.6446
"Romero, Aldo Humberto - West Virginia U",1302305.1908
"Zingale, Michael - SUNY Stony Brook",1290555.0222
"Quataert, Eliot - UC Berkeley",1289026.1021
"Ashour-Abdalla, Maha - UCLA",1282682.5471
"Han, Yong - Iowa State U",1277909.1427
"Wereszczynski, Jeff - IIT",1255768.6483
"Patricola, Christina M - Texas A&M",1246399.5286
"Martins, Joaquim - U Michigan",1241511.6717
"Jewett, Brian F - UIUC",1239123.9760
"Mittal, Jeetain - Lehigh U",1231711.1202
"Zhu, Zhaohuan - Princeton U",1227958.9924
"Sun, Ying - Drexel U",1226217.0170
"Apte, Sourabh V - Oregon State U",1202502.9472
"Blume, Doerte - Washington State U",1189817.5252
"Kirschner, Denise - U Michigan",1189684.8305
"Perozo, Eduardo - U Chicago",1176763.9865
"Chen, Min - Rice U",1176364.4088
"Romps, David - UC Berkeley",1172920.9861
"Sperhake, Ulrich - Caltech",1161251.8666
"Kaznessis, Yiannis N. - U Minn",1150584.8448
"Medvedeva, Julia E. - Missouri S&T",1149413.1043
"Abrams, Cameron - Drexel U",1147381.0047
"Pongkitiwanichakul, Peera - U Chicago",1142363.1691
"Misra, Vasubandhu - Florida State U",1133674.5292
"Lin, Ching-long - U Iowa",1111878.4923
"Sharma, Anupam - Iowa State U",1110913.0652
"Space, Brian - U South Florida",1090433.0905
"Berlind, Andreas - Vanderbilt U",1076023.8713
"Allen, Philip B - SUNY Stony Brook",1071085.1995
"O'Leary, Ryan - UC Berkeley",1069882.7999
"Wang, Junmei - UT Southwestern Med Ctr",1066509.2842
"Brummell, Nicholas H - UC Santa Cruz",1062854.2799
"Meakin, Casey Adam - LANL",1058907.4042
"Martini, Ashlie - UC Merced",1044083.3307
"Goetz, Andreas Walter - UC San Diego",1043448.3775
"Henry, Asegun - Georgia Tech",1040156.1020
"Samimi, Alireza - U Utah",1029947.6667
"Landau, David P - U Georgia",1023442.4843
"Gilson, Michael - UC San Diego",1020040.9688
"Tsang, Leung - U Michigan",1015978.6443
"Niu, Fenglin - Rice U",1005356.2044
"O'Shea, Brian W. - Michigan State U",1001101.9993
"Voelz, Vincent Alvin - Temple U",1000734.8264
"Beckstein, Oliver - Arizona State U",998690.6096
"Kushnir, Doron - Institute for Advanced Study",997893.3775
"Kaplinghat, Manoj - UC Irvine",995719.4892
"Tichy, Wolfgang - Florida Atlantic U",992017.5691
"Berne, Bruce J. - Columbia U",990131.3071
"Jaberi, Farhad A - Michigan State U",986614.3285
"Chang, Philip - U Wisconsin-Milwaukee",968991.3595
"Buehler, Markus J - MIT",961758.9468
"Vandewalle, Axel - Brown U",957952.9157
"Fraser, Hunter B - Stanford U",948052.0883
"Helly, John J - UC San Diego",941000.7690
"Zarif-Khalili-Yazdani, Alireza - Brown U",939176.0665
"Sant, Gaurav N - UCLA",932049.8662
"Oganov, Artem R. - SUNY Stony Brook",923765.5470
"Yakobson, Boris I - Rice U",913765.0980
"Faucher-Giguere, Claude-Andre - Northwestern U",911797.0848
"Sheikhi, Reza H - Northeastern U",906811.8315
"Steele, Ryan Patrick - U Utah",890087.7253
"Tang, Pei - U Pittsburgh Sch of Med",887981.3509
"Scheraga, Harold A. - Cornell U",879406.7600
"Brannigan, Grace - Rutgers U",877112.2759
"Cuma, Martin - U Utah",873789.9558
"Marchand, Roger - U Washington",871349.3332
"Fierro, Alexandre O - U Oklahoma",868337.1599
"Pope, Stephen B. - Cornell U",868153.9826
"Biringen, Sedat - CU Boulder",868091.7871
"Kennefick, Daniel John - U Arkansas",867520.4977
"Sironi, Lorenzo - Harvard U",866751.8890
"Holt, William E. - SUNY Stony Brook",861881.1465
"Parry, Owen - U Maryland",861537.9378
"Zhou, Z. Hong - UCLA",858820.8441
"Pogorelov, Taras - UIUC",858180.7641
"Keres, Dusan - UC San Diego",856819.1252
"Fuentes-Cabrera, Miguel Angel - U Tennessee",813792.1600
"Morse, David - U Minn",810474.4748
"Kindt, James - Emory U",805860.6931
"Ceperley, David M - UIUC",789192.2157
"Thornton, Katsuyo - U Michigan",781421.4746
"Kral, Petr - U Illinois, Chicago",779689.6219
"Gray, Jeffrey J - Johns Hopkins U",767324.3239
"Kellogg, Louise H - UC Davis",762478.3875
"Mazloff, Matthew R. - SIO",752623.0981
"Kaul, Ribhu - U Kentucky",751262.6310
"Volkov, Alexey N. - U Alabama",745982.1603
"Mueller, Timothy Keith - Johns Hopkins U",739790.4446
"Baptista, Antonio  - Oregon Health & Sci U",738341.1553
"Warshel, Arieh - USC",730395.8712
"Andricioaei, Ioan - UC Irvine",729637.0314
"Lobo, Daniel - Tufts U",724931.4842
"Beran, Gregory - UC Riverside",723180.3541
"Hauptmann, Alexander - CMU",721581.1858
"White, Stephen H. - UC Irvine",713867.2312
"Pritchett, Philip L. - UCLA",713355.9384
"Ballance, Connor - Auburn U",707142.2256
"Einstein, Theodore L - U Maryland",707083.8311
"Johner, Niklaus B - Weill Cornell Med College",705896.2932
"Voyles, Paul M - U Wisconsin-Madison",699044.7646
"Metcalfe, Travis - Space Sci Inst",697865.4601
"Keten, Sinan - Northwestern U",696509.3156
"Jordan, Thomas H. - USC",692788.1522
"Bykhovskaia, Maria - Central U Caribbean",679015.5288
"Gao, Huajian - Brown U",676448.3378
"Trinkle, Dallas R. - UIUC",675585.0225
"Chew, Huck Beng - UIUC",674076.7425
"Ramprasad, Ramamurthy - U Connecticut",671729.2404
"Lisy, James M. - UIUC",666804.2667
"Ghaffari, Noushin - Texas A&M",666356.8981
"Vlachos, Dionisios - U Delaware",663789.8800
"Mertz, Blake - West Virginia U",657734.4709
"Balsara, Dinshaw S - U Notre Dame",655887.2870
"Huarte-Espinosa, Martin - U Rochester",652352.0889
"Pfaendtner, Jim - U Washington",644464.8489
"Blaisdell, Gregory A. - Purdue U",642108.4400
"Lyman, Edward - U Delaware",641590.9245
"ferreira, celso moller - George Mason U",640910.9147
"Grabow, Lars Christian - U Houston",638416.4738
"Oppenheim, Meers - Boston U",636631.4981
"Klie, Robert F - U Illinois, Chicago",635602.2755
"Aidun, Cyrus K - Georgia Tech",634446.6629
"Urbanc, Brigita - Drexel U",634067.9865
"Abrams, Binyomin - Boston U",629628.4265
"Holden, Zachary - U Montana",627544.9602
"Rai, Neeraj - Mississippi State U",624553.6821
"Regenwetter, Michel - UIUC",621990.6219
"Akhavan, Rayhaneh - U Michigan",616114.2359
"Srinivasan, Sundar - U Washington",615967.5379
"Barraza-Lopez, Salvador - U Arkansas",615881.9596
"Zhang, Yang - NC State U",611866.7207
"Bromm, Volker - UT Austin",611041.1958
"Wu, Xiaoyu - Purdue U",605155.4838
"Johnson, Harley T. - UIUC",603587.4044
"Frebel, Anna - MIT",599411.7108
"Zayak, Alexey - Bowling Green State U",597783.7779
"Ghosh, Gautam - Northwestern U",592099.0358
"Chen, Hanning - George Washington U",588688.1466
"Zia, Roseanna Nellie - Cornell U",588377.4677
"Fichthorn, Kristen - Penn State U",586535.8400
"Marinacci, Federico - MIT",585452.8621
"Burton, Zachary F - Michigan State U",583415.5782
"Kim, Ji-hoon - Caltech",577284.5245
"Matysiak, Silvina - U Maryland",576173.5512
"Xia, Meng - U Maryland, Eastern Shore",568751.5956
"Medlin, James W. - CU Boulder",568370.1035
"Welty, Claire - U Maryland, Baltimore Co",567883.7344
"Fredrickson, Glenn - UC Santa Barbara",560442.5335
"Demeler, Borries - UT Hlth Sci Ctr San Antonio",559615.5875
"Saltz, Joel H - SUNY Stony Brook",555682.7876
"Beane, Silas - U New Hampshire",555518.4000
"Hong, Sampyo - U Central Florida",551081.0802
"Hagen, Scott Charles - U Central Florida",549046.1601
"Thorpe, Ian F - U Maryland, Baltimore Co",545709.3998
"Miao, Maosheng - UC Santa Barbara",545411.4802
"Jagota, Anand - Lehigh U",541319.4504
"Condron, Alan - U Mass, Amherst",537888.2039
"Hacker, Thomas - Purdue U",533303.8566
"Natarajan, Aravind - CMU",531015.9777
"Haworth, Daniel - Penn State U",529767.2390
"Marcus, Philip Stephen - UC Berkeley",529611.9108
"Grosman, Claudio Fabian - UIUC",525212.8370
"Chen, Youping - U Florida",524131.3967
"Katzenellenbogen, John A - UIUC",522218.8222
"Griesel, Alexa - SIO",521223.5152
"Magyari-Kope, Blanka - Stanford U",520657.0180
"Tsyshevsky, Roman - U Maryland",520651.9113
"Reed, Patrick M - Cornell U",516490.5868
"Wuerthwein, Frank - UC San Diego",515105.6576
"Craig, Stephen - Duke U",510879.9496
"Filizola, Marta - Mt Sinai Sch of Med",505487.5061
"Zhong, Xiaolin - UCLA",505409.5623
"Pratt, Lawrence Riley - Tulane U",505333.1200
"Babaee, Hessam - MIT",503636.8131
"El-Khoury, Patrick Zakhia - PNL",503631.9245
"May, Eric Robert - U Connecticut",501999.5288
"Jones, Matthew D. - SUNY Buffalo",501266.5692
"Radhakrishnan, Ravi - U Pennsylvania",501200.3954
"Miller, Michael I - Johns Hopkins U",498573.4707
"Youssef, Mostafa - MIT",497136.2133
"Wei, Tao - Lamar U",495832.3819
"Lazarian, Alex - U Wisconsin-Madison",494873.2311
"Smith, Britton D - U Edinburgh",493375.1489
"Wilcox, Jennifer - Stanford U",492292.0710
"Herce, Henry David - RPI",490088.7466
"Perez-Aguilar, Jose Manuel - Weill Cornell Med College",490030.0268
"Meneveau, Charles - Johns Hopkins U",489817.4078
"Hall, Carol - NC State U",489534.7813
"Wang, Yu U - Michigan Tech",486784.5756
"Huwe, Peter - U Pennsylvania",486552.5599
"Seetharam, Arun S - Iowa State U",486418.8975
"Chiu, Wah - Baylor College of Med",486150.9289
"Suter, Robert M. - CMU",486002.0933
"Onuchic, Jose - Rice U",483193.0800
"Place, Sean - U South Carolina",472508.1820
"Bullock, James S - UC Irvine",472132.8226
"Yang, Li - Washington U",469917.4636
"Shi, Lei - Weill Cornell Med College",467167.2003
"Saven, Jeffery G - U Pennsylvania",466192.5975
"Wang, Sanwu - U Tulsa",463106.9615
"Park, Kyungwha - Virginia Tech",461502.5776
"Kieffer, John - U Michigan",460566.9410
"Cui, Shengting - U Tennessee",460462.6638
"Roskies, Ralph - PSC",459822.5762
"Karanicolas, John - U Kansas",458581.4387
"Guvench, Olgun - U New England",457288.9959
"Hu, Fang Q - Old Dominion U",455995.6494
"Puzyrev, Yevgeniy - Vanderbilt U",452165.2082
"Gygi, Francois - UC Davis",449940.1825
"Tomko, Karen - Ohio State U",448097.7156
"Simmons, David Samuel - U Akron",446333.9380
"Fragile, Patrick C - College of Charleston",445612.8133
"Rondinelli, James M - Northwestern U",444127.5461
"Dutt, Meenakshi - Rutgers U",441700.2667
"Kritsuk, Alexei - UC San Diego",441296.6447
"Kaiser, Hartmut - Louisiana State U",440806.8131
"Bhaganagar, Kiran - UT San Antonio",440293.0773
"Gull, Emanuel C - U Michigan",438161.2682
"Kulik, Heather Janine - MIT",432409.6177
"Blondin, John M. - NC State U",432059.6667
"Norman, Sean - U South Carolina",429532.2533
"Lyon, John G. - Dartmouth College",427109.1158
"Mon, Kin K - U Georgia",426055.6101
"Meng, Ying Shirley - UC San Diego",425783.8959
"Paddison, Stephen J - U Tennessee",424902.8204
"Bretherton, Christopher Stephen - U Washington",423883.4843
"Kim, Kyung-Suk - Brown U",422570.0402
"Isborn, Christine Marie - UC Merced",421373.9066
"Lyra, Wladimir - Caltech",417131.4046
"Olivucci, Massimo - Bowling Green State U",416548.2220
"Singh, Parampreet  - Louisiana State U",416019.2317
"Yang, Wei - Florida State U",415877.6934
"Ellisman, Mark - UC San Diego",415540.9947
"Dalcanton, Julianne - U Washington",414009.6622
"Cann, Isaac K O - UIUC",411732.0170
"Moschetti, Morgan Paul - USGS",410054.1756
"Filip, Grzegorz Piotr - U Michigan",409457.9467
"Guenza, Marina - U Oregon",407537.4660
"Desinghu, Balamurugan - U Chicago",406755.4885
"Cowburn, David - Einstein College of Med",406512.5655
"Zhang, Yuyang - ORNL",406444.6919
"Schelter, Eric J - U Pennsylvania",404651.6043
"Bratko, Dusan - Virginia Commonwealth U",404217.7156
"Levine, Benjamin G - Michigan State U",401758.7924
"Fiser, Andras - Einstein College of Med",401482.4095
"Artrith, Nongnuch - - MIT",401245.0002
"El-Awady, Jaafar A - Johns Hopkins U",400631.5381
"Wang, Guofeng - U Pittsburgh",399397.7737
"Lilly, Taylor Clark - CU Colorado Springs",396590.0126
"Kiefer, Boris - NM State U",395871.4979
"Ozkan, Sefika Banu - Arizona State U",395730.0981
"Kozlowski, Marisa - U Pennsylvania",394642.5073
"Manz, Thomas A. - NM State U",389857.1647
"Thomas, Wendy E. - U Washington",383500.3026
"Al-Qadi, Imad L. - UIUC",382208.8488
"Nangia, Shikha - Syracuse U",382120.5504
"Li, Ju - MIT",379250.0754
"He, Ping - NC State U",377744.6800
"Guo, X Edward - Columbia U",377557.4178
"Huang, Kerwyn Casey - Stanford U",376125.3508
"Greaney, Peter Alex - Oregon State U",374955.1866
"Engel, Jonathan H - UNC",371388.6624
"Fleming, Karen - Johns Hopkins U",370109.0442
"Poulos, Thomas - UC Irvine",366370.8224
"Lele, Sanjiva K - Stanford U",363298.4311
"Shubert, Richard H. - Inst for Fundamental Sci",358321.8261
"Kummel, Andrew - UC San Diego",357148.7572
"Sterling, Thomas - Indiana U",356734.0179
"Lieuwen, Timothy Charles - Georgia Tech",352249.5911
"Agrawal, Rajendra K - SUNY Albany",350724.4889
"Shim, Joong-Youn - NC Central U",350333.0400
"Nguyen, Hung D - UC Irvine",349790.4401
"Spataru, Tudor - CUNY",347851.0712
"El-Alaoui, Mostafa - UCLA",346280.8045
"Chen, Jianhan - Kansas State U",344604.6262
"Boudker, Olga - Weill Cornell Med College",343023.5024
"Lin, Hai - CU Denver",341332.4723
"Deike, Luc J.R - SIO",337949.8138
"Kolasny, Anthony - Johns Hopkins U",335880.7950
"Smith, Paul E - Kansas State U",335131.0932
"Tucker, Garritt J'Von - Drexel U",333248.8781
"Hsu, Tian-Jian - U Delaware",329934.1035
"Lo, Cynthia S - Washington U",326673.1021
"Baruah, Tunna - UT El Paso",323406.7458
"Espinosa, Horacio Dante - Northwestern U",317228.0578
"Zheng, Lianyuan - U South Florida",316729.9335
"Zhou, Guangwen - SUNY Binghamton",315179.3764
"Jayaraman, Arthi - U Delaware",315030.5949
"Zhang, Joseph Yinglong - Va Inst of Marine Sci",314424.1340
"Escobedo, Fernando - Cornell U",311147.2289
"Cooper, Catherine Marguerite - Washington State U",309262.6444
"Whited, Toni M - U Rochester",309218.8177
"Spearot, Douglas - U Arkansas",308541.1289
"Brylinski, Michal - Louisiana State U",307239.7865
"Sinno, Talid - U Pennsylvania",306971.6949
"Shields, George C - Bucknell U",306900.4266
"Huggett, Mark - Georgetown U",305370.0978
"Ghosh, Avik - U Virginia",304980.7863
"Boylan-Kolchin, Michael  - U Maryland",304146.4842
"Schmidt, David Paul - U Mass, Amherst",302624.2620
"Olsen, Bradley David - MIT",300774.8067
"Schmidt, Jordan R - U Wisconsin-Madison",300689.6136
"Onyisi, Peter - UT Austin",299456.8663
"French, Martin - Sandia",295881.1779
"Ballmer, Maxim Dionys - U Hawaii, Manoa",292795.0132
"Kammel, Peter - U Washington",287396.4903
"Brunner, Robert J. - UIUC",286811.5931
"Loth, Francis - U Akron",284416.4798
"Ye, Mao - UIUC",282416.6044
"Asle Zaeem, Mohsen - Missouri S&T",280493.4268
"LI, Minghai - Clark U",280403.6267
"Rasulev, Bakhtiyor - Jackson State U",280108.6580
"Lake, Roger K - UC Riverside",277574.5511
"Arunachalam, Sarav - UNC",275936.4135
"Marcello, Dominic - Louisiana State U",275386.1244
"Haiman, Zoltan - Columbia U",272926.2667
"Timerghazin, Qadir - Marquette U",272705.2260
"Hansen, Charles D. - U Utah",269440.1333
"Wang, Xianqiao - U Georgia",266019.2021
"Juric, Mario - LSST Corp.",263510.0089
"Liu, Peng - U Pittsburgh",262660.6711
"Callis, Patrik R - Montana State U",262462.2299
"Bernard, Peter S. - U Maryland",261821.6823
"Wang, Bei - Princeton U",261244.0709
"Ong, Shyue Ping - UC San Diego",260598.6968
"Ebalunode, Jerry - U Houston",260279.0844
"Mashayek, Farzad - U Illinois, Chicago",259467.2132
"McQuinn, Matthew Judd - U Washington",258666.9003
"Wong, Bryan M - UC Riverside",257107.5911
"Musgrave, Charles B. - CU Boulder",252137.8367
"Llebot, Clara - Oregon Health & Sci U",252006.3817
"Dumitrica, Traian - U Minn",252002.2977
"Lavie, Alon - CMU",251882.1160
"Zhang, Chengzhu - SIO",251718.2178
"Chen, Alan Austin - SUNY Albany",251061.6218
"Oldham, Edward - U Mary Washington",250925.5600
"Hill, David Foster - Oregon State U",250440.2901
"Silberstein, Meredith Natania - Cornell U",249207.0136
"Miao, Yinglong - HHMI",248880.0934
"Beck, Jordan P - Concordia U",248471.8136
"Travesset, Alex - Iowa State U",248354.8977
"Chow, Edmond - Georgia Tech",245883.1376
"Kubis, Tillmann - Purdue U",245674.9111
"Lombardi, James - Allegheny College",245502.8485
"Mehdizadeh, Amirfarhang - Penn State U",243991.8708
"Johnson, Steven G - MIT",242333.2268
"Hummels, Cameron - U Arizona",241171.1825
"Leschziner, Andres E - Harvard U",240774.0088
"Ertekin, Elif - UIUC",239169.6799
